Episode_ID,Start_Time,End_Time,Total_Steps,Cumulative_Reward,Average_Reward,Max_Reward,Min_Reward,Solved,Checkpoint_Saved,Goal_Scored,Notes
634,1742509728.832192,1742509737.2133324,758,255218.2943004474,336.6995967024372,172830.45280642246,-9.950617283952813,0,No,1,
635,1742509737.214226,1742509744.6280138,716,9430.07728161931,13.170498996675013,9018.14857671637,-9.950617283952813,0,No,1,
636,1742509744.6289604,1742509751.583379,716,9430.0772816192,13.17049899667486,9018.148576716365,-9.950617283952813,0,No,1,
637,1742509751.5845122,1742509759.413134,758,255218.29430086716,336.69959670299096,172830.45280685212,-9.950617283952813,0,No,1,
638,1742509759.4142842,1742509767.4370933,735,9259.937942785888,12.598555024198486,9011.845483356401,-9.950617283952813,0,No,1,
639,1742509767.4380562,1742509777.0223286,758,255218.29430113692,336.69959670334686,172830.45280712226,-9.950617283952813,0,No,1,
640,1742509777.0232966,1742509784.5283477,735,9259.937942786051,12.59855502419871,9011.845483356406,-9.950617283952813,0,No,1,
641,1742509784.5292346,1742509791.6638665,735,9259.937942785999,12.598555024198637,9011.845483356403,-9.950617283952813,0,No,1,
642,1742509791.6647499,1742509798.4574604,716,9430.077281619315,13.17049899667502,9018.14857671637,-9.950617283952813,0,No,1,
643,1742509798.458821,1742509805.4622288,735,9259.937942786131,12.598555024198818,9011.845483356406,-9.950617283952813,0,No,1,
644,1742509805.4630163,1742509813.1691675,758,255218.29430201298,336.6995967045026,172830.45280814078,-9.950617283952813,0,No,1,
645,1742509813.1699889,1742509821.5712624,735,9259.93794278601,12.598555024198653,9011.845483356405,-9.950617283952813,0,No,1,
646,1742509821.5721726,1742509828.7898653,716,9430.077281619328,13.170498996675038,9018.14857671637,-9.950617283952813,0,No,1,
647,1742509828.7905774,1742509836.8174326,735,9259.937942785813,12.598555024198385,9011.8454833564,-9.950617283952813,0,No,1,
648,1742509836.8182933,1742509845.1697147,758,255218.2943008807,336.6995967030088,172830.4528068855,-9.950617283952813,0,No,1,
649,1742509845.1706126,1742509853.4630313,758,255218.2943007495,336.6995967028357,172830.4528067016,-9.950617283952813,0,No,1,
650,1742509853.4644206,1742509863.106046,758,255218.29430243222,336.6995967050557,172830.4528085281,-9.950617283952813,0,No,1,
651,1742509863.1083648,1742509872.0436137,758,255218.29430089638,336.6995967030295,172830.45280690002,-9.950617283952813,0,No,1,
652,1742509872.0449061,1742509881.073192,735,9259.937942786011,12.598555024198655,9011.845483356403,-9.950617283952813,0,No,1,
653,1742509881.0742574,1742509888.1212916,716,9430.077281619178,13.17049899667483,9018.148576716365,-9.950617283952813,0,No,1,
654,1742509888.1222954,1742509895.6239579,716,9430.0772816192,13.17049899667486,9018.14857671637,-9.950617283952813,0,No,1,
655,1742509895.6246903,1742509903.4025407,716,9430.07728161916,13.170498996674805,9018.148576716365,-9.950617283952813,0,No,1,
656,1742509903.4036493,1742509911.3495102,758,255218.29430083727,336.69959670295157,172830.4528068245,-9.950617283952813,0,No,1,
657,1742509911.3504844,1742509919.3035448,716,9430.077281619142,13.170498996674779,9018.148576716369,-9.950617283952813,0,No,1,
658,1742509919.3052878,1742509927.0303094,735,9259.937942786039,12.598555024198692,9011.845483356405,-9.950617283952813,0,No,1,
659,1742509927.0311215,1742509934.2615018,716,9430.077281619313,13.170498996675018,9018.14857671637,-9.950617283952813,0,No,1,
660,1742509934.2624264,1742509941.8692203,716,9430.077281619082,13.170498996674695,9018.148576716361,-9.950617283952813,0,No,1,
661,1742509941.8704717,1742509949.7940905,758,255218.2943009766,336.69959670313534,172830.45280697412,-9.950617283952813,0,No,1,
662,1742509949.7952611,1742509958.8943229,758,255218.29430063438,336.6995967026839,172830.45280659522,-9.950617283952813,0,No,1,
663,1742509958.8960257,1742509966.7022579,758,255218.29430124667,336.69959670349164,172830.45280722366,-9.950617283952813,0,No,1,
664,1742509966.70319,1742509973.940325,758,255218.2943013936,336.6995967036855,172830.45280756854,-9.950617283952813,0,No,1,
665,1742509973.94123,1742509981.8939507,758,255218.29430097784,336.699596703137,172830.45280697526,-9.950617283952813,0,No,1,
666,1742509981.8948505,1742509988.9006584,758,255218.29430097237,336.69959670312977,172830.45280694932,-9.950617283952813,0,No,1,
667,1742509988.9016454,1742509995.9761007,716,9430.077281619338,13.170498996675054,9018.14857671637,-9.950617283952813,0,No,1,
668,1742509995.9775045,1742510004.4624481,758,255218.29430070613,336.69959670277854,172830.45280672424,-9.950617283952813,0,No,1,
669,1742510004.4633336,1742510012.2617218,758,255218.2943009601,336.69959670311357,172830.45280693797,-9.950617283952813,0,No,1,
670,1742510012.2625275,1742510021.0842516,758,255218.2943007889,336.69959670288773,172830.45280677982,-9.950617283952813,0,No,1,
671,1742510021.0863461,1742510030.809083,735,9259.937942785877,12.598555024198472,9011.845483356401,-9.950617283952813,0,No,1,
672,1742510030.8100398,1742510037.7456727,735,9259.937942785898,12.598555024198502,9011.845483356401,-9.950617283952813,0,No,1,
673,1742510037.7466924,1742510047.3674219,758,255218.29430135165,336.69959670363016,172830.45280732063,-9.950617283952813,0,No,1,
674,1742510047.368365,1742510055.8543606,735,9259.937942785882,12.598555024198479,9011.845483356401,-9.950617283952813,0,No,1,
675,1742510055.8604655,1742510063.1162953,735,9259.937942785931,12.598555024198546,9011.845483356403,-9.950617283952813,0,No,1,
676,1742510063.1171286,1742510070.5982287,758,255218.29430095694,336.6995967031094,172830.452806956,-9.950617283952813,0,No,1,
677,1742510070.5991378,1742510078.1379576,758,255218.2943005727,336.69959670260255,172830.45280658008,-9.950617283952813,0,No,1,
678,1742510078.139907,1742510086.1753142,758,255218.2943018328,336.6995967042649,172830.4528079743,-9.950617283952813,0,No,1,
679,1742510086.1764958,1742510095.1210284,716,9430.077281619288,13.170498996674983,9018.148576716372,-9.950617283952813,0,No,1,
680,1742510095.1223726,1742510101.814507,716,9430.077281619118,13.170498996674747,9018.148576716361,-9.950617283952813,0,No,1,
681,1742510101.8164954,1742510108.9018726,758,255218.29430000077,336.69959670184795,172830.4528060726,-9.950617283952813,0,No,1,
682,1742510108.902981,1742510117.210325,758,255218.29430225928,336.69959670482757,172830.4528083683,-9.950617283952813,0,No,1,
683,1742510117.212679,1742510125.3858628,735,9259.937942785997,12.598555024198635,9011.845483356405,-9.950617283952813,0,No,1,
684,1742510125.3990943,1742510133.549802,716,9430.07728161911,13.170498996674734,9018.148576716363,-9.950617283952813,0,No,1,
685,1742510133.5512605,1742510142.2460105,716,9430.077281619071,13.17049899667468,9018.148576716361,-9.950617283952813,0,No,1,
686,1742510142.247149,1742510149.7229705,735,9259.937942785908,12.598555024198514,9011.845483356401,-9.950617283952813,0,No,1,
687,1742510149.723765,1742510156.9574895,735,9259.937942785979,12.59855502419861,9011.845483356405,-9.950617283952813,0,No,1,
688,1742510156.9582796,1742510164.0707045,716,9430.07728161925,13.17049899667493,9018.148576716369,-9.950617283952813,0,No,1,
689,1742510164.07159,1742510169.315921,735,9259.937942785886,12.598555024198484,9011.845483356403,-9.950617283952813,0,No,1,
690,1742510169.3167844,1742510175.4115243,758,255218.29430105654,336.6995967032408,172830.452807048,-9.950617283952813,0,No,1,
691,1742510175.4125848,1742510180.1382854,716,9430.077281619255,13.170498996674937,9018.148576716369,-9.950617283952813,0,No,1,
692,1742510180.139093,1742510189.3300643,735,9259.937942785906,12.598555024198511,9011.845483356401,-9.950617283952813,0,No,1,
693,1742510189.330791,1742510194.452802,758,255218.2943013325,336.69959670360487,172830.45280730294,-9.950617283952813,0,No,1,
694,1742510194.453738,1742510199.1066766,716,9430.077281619213,13.170498996674878,9018.14857671637,-9.950617283952813,0,No,1,
695,1742510199.107557,1742510203.7206295,716,9430.077281619073,13.170498996674683,9018.148576716365,-9.950617283952813,0,No,1,
696,1742510203.72171,1742510210.1576993,758,255218.294301923,336.6995967043839,172830.45280805763,-9.950617283952813,0,No,1,
697,1742510210.1589692,1742510215.68559,735,9259.937942785993,12.59855502419863,9011.845483356405,-9.950617283952813,0,No,1,
698,1742510215.6864676,1742510220.6288326,758,255218.2943003032,336.699596702247,172830.4528063311,-9.950617283952813,0,No,1,
699,1742510220.6296933,1742510225.2045984,716,9430.077281618991,13.170498996674569,9018.148576716361,-9.950617283952813,0,No,1,
700,1742510225.2095745,1742510229.8510518,758,255218.2943004602,336.6995967024541,172830.4528064343,-9.950617283952813,0,Yes,1,
701,1742510229.8518398,1742510234.5728514,758,255218.29430217843,336.6995967047209,172830.45280829363,-9.950617283952813,0,No,1,
702,1742510234.5736551,1742510239.0074065,735,9259.937942786051,12.59855502419871,9011.845483356405,-9.950617283952813,0,No,1,
703,1742510239.0081985,1742510243.5723352,758,255218.29430046558,336.6995967024612,172830.4528064811,-9.950617283952813,0,No,1,
704,1742510243.573198,1742510248.102364,735,9259.937942785946,12.598555024198566,9011.845483356403,-9.950617283952813,0,No,1,
705,1742510248.1032155,1742510253.875048,758,255218.29430163538,336.6995967040045,172830.4528077919,-9.950617283952813,0,No,1,
706,1742510253.8760846,1742510259.511729,735,9259.937942785835,12.598555024198415,9011.8454833564,-9.950617283952813,0,No,1,
707,1742510259.5124683,1742510264.6646264,735,9259.937942786002,12.598555024198642,9011.845483356403,-9.950617283952813,0,No,1,
708,1742510264.6653771,1742510269.1338716,716,9430.077281619173,13.170498996674823,9018.14857671637,-9.950617283952813,0,No,1,
709,1742510269.1347718,1742510273.492331,735,9259.937942785997,12.598555024198635,9011.845483356403,-9.950617283952813,0,No,1,
710,1742510273.4931889,1742510278.0073967,758,255218.29430075327,336.6995967028407,172830.4528067469,-9.950617283952813,0,No,1,
711,1742510278.0080333,1742510282.376027,716,9430.077281619562,13.170498996675366,9018.148576716365,-9.950617283952813,0,No,1,
712,1742510282.3769355,1742510286.711486,716,9430.07728161951,13.170498996675292,9018.148576716363,-9.950617283952813,0,No,1,
713,1742510286.7123191,1742510291.456993,758,255218.29430061515,336.6995967026585,172830.4528066402,-9.950617283952813,0,No,1,
714,1742510291.457783,1742510295.8870926,735,9259.937942785906,12.598555024198511,9011.845483356401,-9.950617283952813,0,No,1,
715,1742510295.8878837,1742510300.3029222,735,9259.937942785895,12.598555024198497,9011.845483356401,-9.950617283952813,0,No,1,
716,1742510300.303794,1742510304.5291405,716,9430.077281619328,13.170498996675038,9018.14857671637,-9.950617283952813,0,No,1,
717,1742510304.5299325,1742510308.8681624,716,9430.077281619282,13.170498996674976,9018.148576716369,-9.950617283952813,0,No,1,
718,1742510308.8690143,1742510313.575124,758,255218.29430076934,336.6995967028619,172830.45280678268,-9.950617283952813,0,No,1,
719,1742510313.5760148,1742510318.173,735,9259.937942786019,12.598555024198665,9011.845483356406,-9.950617283952813,0,No,1,
720,1742510318.1738389,1742510322.739972,758,255218.2943004379,336.6995967024247,172830.4528063928,-9.950617283952813,0,No,1,
721,1742510322.7409859,1742510327.3627653,758,255218.2943013293,336.69959670360066,172830.4528073,-9.950617283952813,0,No,1,
722,1742510327.3636818,1742510332.0531437,716,9430.077281619157,13.1704989966748,9018.148576716365,-9.950617283952813,0,No,1,
723,1742510332.0538547,1742510336.7625103,758,255218.29430074152,336.6995967028252,172830.45280675695,-9.950617283952813,0,No,1,
724,1742510336.7633123,1742510341.3136966,735,9259.93794278605,12.598555024198706,9011.845483356405,-9.950617283952813,0,No,1,
725,1742510341.314516,1742510346.00641,735,9259.93794278594,12.598555024198559,9011.845483356403,-9.950617283952813,0,No,1,
726,1742510346.007143,1742510350.5256236,735,9259.937942786053,12.598555024198712,9011.845483356405,-9.950617283952813,0,No,1,
727,1742510350.5263803,1742510355.003129,716,9430.077281619153,13.170498996674795,9018.148576716369,-9.950617283952813,0,No,1,
728,1742510355.0040061,1742510359.4973888,735,9259.937942785946,12.598555024198566,9011.845483356401,-9.950617283952813,0,No,1,
729,1742510359.4983163,1742510364.018969,735,9259.93794278595,12.598555024198571,9011.845483356403,-9.950617283952813,0,No,1,
730,1742510364.019892,1742510368.3525333,716,9430.077281619207,13.170498996674871,9018.14857671637,-9.950617283952813,0,No,1,
731,1742510368.3533955,1742510372.6687615,716,9430.077281619237,13.170498996674912,9018.148576716367,-9.950617283952813,0,No,1,
732,1742510372.6695747,1742510377.2830348,758,255218.29430069056,336.699596702758,172830.4528067099,-9.950617283952813,0,No,1,
733,1742510377.2839365,1742510381.6910322,716,9430.077281619271,13.17049899667496,9018.148576716367,-9.950617283952813,0,No,1,
734,1742510381.6916542,1742510386.1891778,716,9430.077281619191,13.170498996674848,9018.148576716365,-9.950617283952813,0,No,1,
735,1742510386.189954,1742510390.838141,758,255218.29430043467,336.6995967024204,172830.45280645252,-9.950617283952813,0,No,1,
736,1742510390.839174,1742510395.4423623,758,255218.29430217648,336.6995967047183,172830.45280829183,-9.950617283952813,0,No,1,
737,1742510395.4432688,1742510399.828175,716,9430.077281619211,13.170498996674876,9018.148576716365,-9.950617283952813,0,No,1,
738,1742510399.8290968,1742510404.9658244,735,9259.937942785944,12.598555024198562,9011.845483356403,-9.950617283952813,0,No,1,
739,1742510404.9667768,1742510409.7405715,758,255218.29430100304,336.69959670317024,172830.45280699857,-9.950617283952813,0,No,1,
740,1742510409.7414336,1742510414.1724575,735,9259.93794278592,12.59855502419853,9011.845483356403,-9.950617283952813,0,No,1,
741,1742510414.1738544,1742510418.7646186,758,255218.2943012328,336.69959670347333,172830.45280721082,-9.950617283952813,0,No,1,
742,1742510418.7655458,1742510423.1270533,735,9259.937942785957,12.59855502419858,9011.845483356403,-9.950617283952813,0,No,1,
743,1742510423.1278627,1742510427.517765,716,9430.077281619238,13.170498996674914,9018.148576716367,-9.950617283952813,0,No,1,
744,1742510427.518681,1742510431.78445,716,9430.077281619224,13.170498996674894,9018.148576716367,-9.950617283952813,0,No,1,
745,1742510431.7852068,1742510436.4181035,735,9259.93794278596,12.598555024198586,9011.845483356401,-9.950617283952813,0,No,1,
746,1742510436.419118,1742510440.7799222,716,9430.077281619224,13.170498996674894,9018.148576716365,-9.950617283952813,0,No,1,
747,1742510440.7807927,1742510445.295089,735,9259.93794278601,12.598555024198653,9011.845483356405,-9.950617283952813,0,No,1,
748,1742510445.2960832,1742510449.7471857,716,9430.077281618991,13.170498996674569,9018.148576716361,-9.950617283952813,0,No,1,
749,1742510449.7483006,1742510454.7972643,716,9430.077281619218,13.170498996674887,9018.14857671637,-9.950617283952813,0,No,1,
750,1742510454.7981322,1742510459.8342338,735,9259.93794278601,12.598555024198653,9011.845483356405,-9.950617283952813,0,No,1,
751,1742510459.8350008,1742510464.9931533,735,9259.937942785888,12.598555024198486,9011.845483356401,-9.950617283952813,0,No,1,
752,1742510464.9939833,1742510469.7563515,716,9430.077281619253,13.170498996674935,9018.148576716369,-9.950617283952813,0,No,1,
753,1742510469.757267,1742510474.8033006,758,255218.29430053363,336.69959670255093,172830.45280656486,-9.950617283952813,0,No,1,
754,1742510474.8040807,1742510479.8778808,758,255218.29430206004,336.69959670456467,172830.45280818426,-9.950617283952813,0,No,1,
755,1742510479.878617,1742510484.6556225,716,9430.077281619331,13.170498996675043,9018.14857671637,-9.950617283952813,0,No,1,
756,1742510484.6567116,1742510489.4705858,735,9259.937942785828,12.598555024198404,9011.845483356401,-9.950617283952813,0,No,1,
757,1742510489.4713366,1742510494.0857246,716,9430.077281619082,13.170498996674695,9018.148576716361,-9.950617283952813,0,No,1,
758,1742510494.0865345,1742510498.9121056,758,255218.2943006536,336.69959670270924,172830.4528066548,-9.950617283952813,0,No,1,
759,1742510498.9131079,1742510503.8883219,758,255218.2943005319,336.6995967025487,172830.45280654237,-9.950617283952813,0,No,1,
760,1742510503.8893054,1742510508.7884412,735,9259.937942785838,12.59855502419842,9011.8454833564,-9.950617283952813,0,No,1,
761,1742510508.789259,1742510513.826247,758,255218.2943014354,336.69959670374067,172830.45280739805,-9.950617283952813,0,No,1,
762,1742510513.8270383,1742510518.7238853,735,9259.937942785944,12.598555024198562,9011.845483356403,-9.950617283952813,0,No,1,
763,1742510518.724767,1742510523.0415533,716,9430.077281619126,13.170498996674757,9018.148576716361,-9.950617283952813,0,No,1,
764,1742510523.0424325,1742510527.371646,716,9430.077281619222,13.17049899667489,9018.148576716367,-9.950617283952813,0,No,1,
765,1742510527.3725142,1742510532.017864,758,255218.29430131507,336.6995967035819,172830.45280728684,-9.950617283952813,0,No,1,
766,1742510532.0187752,1742510536.400848,716,9430.077281619071,13.17049899667468,9018.148576716365,-9.950617283952813,0,No,1,
767,1742510536.4048905,1742510540.9474084,735,9259.937942785986,12.59855502419862,9011.845483356405,-9.950617283952813,0,No,1,
768,1742510540.9481075,1742510545.2375314,716,9430.077281619318,13.170498996675025,9018.14857671637,-9.950617283952813,0,No,1,
769,1742510545.238509,1742510549.5717704,716,9430.077281619304,13.170498996675006,9018.14857671637,-9.950617283952813,0,No,1,
770,1742510549.5726588,1742510554.183037,758,255218.29430128084,336.6995967035367,172830.45280746435,-9.950617283952813,0,No,1,
771,1742510554.1838498,1742510558.904615,758,255218.29430039693,336.6995967023706,172830.4528064386,-9.950617283952813,0,No,1,
772,1742510558.9054494,1742510563.4152515,735,9259.937942785877,12.598555024198472,9011.845483356401,-9.950617283952813,0,No,1,
773,1742510563.4160817,1742510567.815192,716,9430.077281619213,13.170498996674878,9018.148576716365,-9.950617283952813,0,No,1,
774,1742510567.816097,1742510572.2302608,735,9259.937942785993,12.59855502419863,9011.845483356405,-9.950617283952813,0,No,1,
775,1742510572.2310019,1742510576.520036,716,9430.077281619173,13.170498996674823,9018.148576716365,-9.950617283952813,0,No,1,
776,1742510576.5209079,1742510581.3328285,758,255218.29430102732,336.69959670320225,172830.452807021,-9.950617283952813,0,No,1,
777,1742510581.3336594,1742510585.7678676,716,9430.077281619062,13.170498996674668,9018.148576716365,-9.950617283952813,0,No,1,
778,1742510585.7686071,1742510590.1161463,716,9430.077281619026,13.170498996674617,9018.14857671636,-9.950617283952813,0,No,1,
779,1742510590.1169462,1742510594.421984,716,9430.077281619171,13.17049899667482,9018.148576716365,-9.950617283952813,0,No,1,
780,1742510594.4226556,1742510598.7140355,716,9430.077281619222,13.17049899667489,9018.14857671637,-9.950617283952813,0,No,1,
781,1742510598.7149644,1742510602.9882524,716,9430.077281619262,13.170498996674947,9018.148576716369,-9.950617283952813,0,No,1,
782,1742510602.989133,1742510607.5374556,758,255218.2943007512,336.699596702838,172830.452806745,-9.950617283952813,0,No,1,
783,1742510607.5383341,1742510612.3245568,758,255218.2942998444,336.69959670164167,172830.45280586538,-9.950617283952813,0,No,1,
784,1742510612.3254538,1742510616.7266667,735,9259.937942785988,12.598555024198623,9011.845483356405,-9.950617283952813,0,No,1,
785,1742510616.7275236,1742510621.1843934,735,9259.937942785997,12.598555024198635,9011.845483356403,-9.950617283952813,0,No,1,
786,1742510621.1852672,1742510625.7154481,735,9259.937942786004,12.598555024198644,9011.845483356403,-9.950617283952813,0,No,1,
787,1742510625.716334,1742510630.021457,716,9430.077281619164,13.17049899667481,9018.148576716369,-9.950617283952813,0,No,1,
788,1742510630.022322,1742510634.3387704,735,9259.937942786119,12.5985550241988,9011.845483356405,-9.950617283952813,0,No,1,
789,1742510634.3396037,1742510639.2599602,853,-1309.0077803250604,-1.5345929429367648,1.0659193660035813,-999.8919019519562,0,No,0,
790,1742510639.2608116,1742510643.561601,752,8998.966028287166,11.966710143998892,9003.910371448055,-9.950617283952813,0,No,1,
791,1742510643.5625618,1742510648.0357313,776,9234.022722670634,11.899513817874528,9007.911221426482,-9.950617283952813,0,No,1,
792,1742510648.036498,1742510652.6572225,785,9074.197844770917,11.559487700345118,9004.114420698956,-9.950617283952813,0,No,1,
793,1742510652.6583247,1742510657.1658692,791,9159.51644649903,11.579666809733288,9002.807517065607,-9.950617283952813,0,No,1,
794,1742510657.166746,1742510663.01051,946,-6340.576072899903,-6.702511704968185,1.1185549045351806,-1099.8912817583437,0,No,0,
795,1742510663.011567,1742510669.2358046,948,-13071.04513265364,-13.788022291828735,2.4007961938809697,-1099.9045336877443,0,No,0,
796,1742510669.2367337,1742510673.6623247,757,10563.543556599894,13.954482901717165,9094.29008915921,-9.950617283952813,0,No,1,
797,1742510673.6631985,1742510679.3064983,936,-1279.5616613957181,-1.3670530570467074,1.1942201740169855,-999.9030174552086,0,No,0,
798,1742510679.3074157,1742510684.2099755,771,9151.844633707642,11.870096801177228,9003.751372210954,-9.950617283952813,0,No,1,
799,1742510684.210885,1742510690.7735624,1044,-12286.130792464024,-11.768324513854429,1.4463989224013454,-1099.8893686370584,0,No,0,
800,1742510690.7776134,1742510695.3143377,758,255218.29430033668,336.69959670229116,172830.4528063829,-9.950617283952813,0,Yes,1,
801,1742510695.3153236,1742510701.0374818,943,-8461.682385942588,-8.973152052961387,0.4802460093357317,-1099.8951491832831,0,No,0,
802,1742510701.0383952,1742510705.7336447,778,-1422.6850910050116,-1.8286440758419171,0.5603981590598773,-999.9238218545111,0,No,0,
803,1742510705.7346265,1742510710.31283,758,255218.29430116928,336.69959670338955,172830.45280715218,-9.950617283952813,0,No,1,
804,1742510710.313524,1742510714.8014958,735,9259.937942785884,12.59855502419848,9011.845483356401,-9.950617283952813,0,No,1,
805,1742510714.8024633,1742510721.371106,1123,-7471.9396450677705,-6.653552667023838,0.45131723060177775,-1099.9327745068929,0,No,0,
806,1742510721.3723288,1742510727.9181597,995,-5869.546101823167,-5.899041308364992,0.572595576015365,-1099.926045653106,0,No,0,
807,1742510727.9193916,1742510732.5413835,735,9259.9379427859,12.598555024198504,9011.845483356401,-9.950617283952813,0,No,1,
808,1742510732.5422852,1742510736.7977543,716,9430.077281619147,13.170498996674787,9018.148576716365,-9.950617283952813,0,No,1,
809,1742510736.798629,1742510741.1875803,716,9430.077281619073,13.170498996674683,9018.148576716365,-9.950617283952813,0,No,1,
810,1742510741.1885066,1742510745.90806,716,9430.077281619251,13.170498996674931,9018.148576716369,-9.950617283952813,0,No,1,
811,1742510745.9089854,1742510751.5471172,918,-7340.037446759836,-7.995683493202436,1.0416388190263757,-1099.7642141749475,0,No,0,
812,1742510751.551496,1742510755.882487,716,9430.077281619137,13.170498996674771,9018.148576716363,-9.950617283952813,0,No,1,
813,1742510755.8833966,1742510763.917599,1192,-40647.191019086014,-34.09999246567619,7.5417041761757675,-1099.9215692144683,0,No,0,
814,1742510763.9187458,1742510770.2777116,758,255218.29430043636,336.69959670242264,172830.4528064123,-9.950617283952813,0,No,1,
815,1742510770.2786968,1742510774.517616,716,9430.077281619355,13.170498996675077,9018.14857671637,-9.950617283952813,0,No,1,
816,1742510774.5185292,1742510779.7341235,784,-1105.5674506442472,-1.410162564597254,2.654628637839876,-999.1723732757922,0,No,0,
817,1742510779.7355387,1742510784.6371405,779,-1036.9080963721287,-1.3310758618384195,3.2178742562670095,-999.1383039591655,0,No,0,
818,1742510784.6379414,1742510789.4863796,716,9430.077281619311,13.170498996675015,9018.14857671637,-9.950617283952813,0,No,1,
819,1742510789.4872553,1742510794.0545504,758,255218.29430006488,336.69959670193253,172830.4528061318,-9.950617283952813,0,No,1,
820,1742510794.0553916,1742510798.4370234,736,9173.337442992604,12.463773699718212,9007.594675271304,-9.950617283952813,0,No,1,
821,1742510798.4378867,1742510803.2088182,807,-1107.0007099111267,-1.3717480915875175,2.6677642332231932,-999.5324528092832,0,No,0,
822,1742510803.2097309,1742510808.1201098,758,255218.2943010961,336.69959670329297,172830.4528070845,-9.950617283952813,0,No,1,
823,1742510808.1210482,1742510815.3421364,1170,-39004.45990613937,-33.33714521892254,0.9247525746900604,-1099.947827508433,0,No,0,
824,1742510815.343105,1742510819.5855954,716,9430.077281619186,13.17049899667484,9018.148576716365,-9.950617283952813,0,No,1,
825,1742510819.586493,1742510829.7115722,1630,-839.5220739819778,-0.5150442171668576,1.9287429955260016,-999.9092395404869,0,No,0,
826,1742510829.7126315,1742510834.8437562,802,-1136.76792367186,-1.4174163636806234,2.1843978215187705,-999.3904274069938,0,No,0,
827,1742510834.8447313,1742510839.7125568,735,9259.93794278601,12.598555024198653,9011.845483356403,-9.950617283952813,0,No,1,
828,1742510839.7134209,1742510844.803863,758,255218.29430108087,336.6995967032729,172830.45280707048,-9.950617283952813,0,No,1,
829,1742510844.8045888,1742510852.6935015,1036,-24912.66307039602,-24.046972075671835,0.6216423142388415,-1099.8893808705843,0,No,0,
830,1742510852.6943765,1742510859.180811,716,9430.07728161895,13.17049899667451,9018.148576716358,-9.950617283952813,0,No,1,
831,1742510859.1818616,1742510866.1021645,979,-13996.172269893837,-14.296396598461529,1.7262468125486847,-1099.898791932232,0,No,0,
832,1742510866.1031199,1742510881.4516056,2590,-125026.06161259877,-48.27261066123505,6.362607144915954,-1099.9155957182875,0,No,0,
833,1742510881.4525492,1742510889.229211,1221,-37394.734297675124,-30.62631801611394,3.1575036781168637,-1099.9027973297134,0,No,0,
834,1742510889.2302015,1742510895.397442,1078,-27846.353706236492,-25.831496944560755,1.2919874401013376,-1099.9110821021877,0,No,0,
835,1742510895.3983088,1742510901.4898155,959,-11434.128208280468,-11.922969977351896,2.4950879756579365,-1099.8592266895753,0,No,0,
836,1742510901.4908376,1742510907.7624621,862,-1188.7914537692682,-1.3791084150455548,1.6523581081753131,-999.808579584879,0,No,0,
837,1742510907.7633991,1742510912.6651335,716,9430.077281619198,13.170498996674858,9018.148576716365,-9.950617283952813,0,No,1,
838,1742510912.6662111,1742510917.3215208,735,9259.93794278584,12.598555024198422,9011.8454833564,-9.950617283952813,0,No,1,
839,1742510917.3223803,1742510922.3442857,758,255218.29430092307,336.69959670306474,172830.45280690378,-9.950617283952813,0,No,1,
840,1742510922.345234,1742510927.1481555,758,255218.2943007903,336.69959670288955,172830.45280678108,-9.950617283952813,0,No,1,
841,1742510927.149018,1742510931.969021,735,9259.937942786002,12.598555024198642,9011.845483356405,-9.950617283952813,0,No,1,
842,1742510931.9696844,1742510936.4750597,735,9259.937942786013,12.598555024198657,9011.845483356403,-9.950617283952813,0,No,1,
843,1742510936.475934,1742510943.5550892,1006,-17884.134651932713,-17.7774698329351,1.7121181846681783,-1099.8907849269053,0,No,0,
844,1742510943.5559244,1742510949.8194623,926,-5101.989203741374,-5.509707563435609,1.181598702845553,-1099.9048634350142,0,No,0,
845,1742510949.8203137,1742510955.627899,920,-1344.7730056616601,-1.461709788762674,0.7606934324255671,-999.9128738220091,0,No,0,
846,1742510955.628688,1742510961.872623,932,-1082.4114606928765,-1.1613856874387087,1.6549735279733302,-999.6453217925668,0,No,0,
847,1742510961.8734546,1742510966.5900068,735,9259.93794278595,12.598555024198571,9011.845483356403,-9.950617283952813,0,No,1,
848,1742510966.5907145,1742510970.986786,716,9430.07728161933,13.170498996675041,9018.14857671637,-9.950617283952813,0,No,1,
849,1742510970.9874923,1742510977.0737355,1038,-1240.1011662868234,-1.1947024723379802,1.568864399090388,-999.9405508639113,0,No,0,
850,1742510977.0744464,1742510981.5936568,716,9430.077281619124,13.170498996674754,9018.148576716369,-9.950617283952813,0,No,1,
851,1742510981.5944803,1742510986.692585,716,9430.077281619066,13.170498996674672,9018.148576716365,-9.950617283952813,0,No,1,
852,1742510986.6936073,1742510991.8186445,735,9259.93794278594,12.598555024198559,9011.845483356401,-9.950617283952813,0,No,1,
853,1742510991.819321,1742510997.411777,735,9259.93794278599,12.598555024198625,9011.845483356403,-9.950617283952813,0,No,1,
854,1742510997.4125123,1742511001.979109,716,9430.077281619004,13.170498996674587,9018.148576716365,-9.950617283952813,0,No,1,
855,1742511001.980007,1742511007.9041913,776,9147.04278667361,11.787426271486611,9005.299834223986,-9.950617283952813,0,No,1,
856,1742511007.9050665,1742511013.2864554,779,9768.724606588248,12.540082935286582,9027.962102414884,-9.950617283952813,0,No,1,
857,1742511013.2873178,1742511022.1845264,878,-1327.403357814759,-1.5118489268960809,0.7992569733987448,-999.8979201193531,0,No,0,
